County,FIPS,Population
"Tucker County, West Virginia",54093,6955
"Tyler County, West Virginia",54095,8746
"Upshur County, West Virginia",54097,24415
"Wayne County, West Virginia",54099,39944
"Webster County, West Virginia",54101,8285
"Wetzel County, West Virginia",54103,15270
"Wirt County, West Virginia",54105,5830
"Wood County, West Virginia",54107,84203
"Wyoming County, West Virginia",54109,20786
"Adams County, Wisconsin",55001,20348
"Ashland County, Wisconsin",55003,15600
"Barron County, Wisconsin",55005,45164
"Bayfield County, Wisconsin",55007,15042
"Brown County, Wisconsin",55009,263378
"Buffalo County, Wisconsin",55011,13125
"Burnett County, Wisconsin",55013,15392
"Calumet County, Wisconsin",55015,50159
"Chippewa County, Wisconsin",55017,64135
"Clark County, Wisconsin",55019,34709
"Columbia County, Wisconsin",55021,57358
"Crawford County, Wisconsin",55023,16291
"Dane County, Wisconsin",55025,542364
"Dodge County, Wisconsin",55027,87847
"Door County, Wisconsin",55029,27610
"Douglas County, Wisconsin",55031,43208
"Dunn County, Wisconsin",55033,45131
"Eau Claire County, Wisconsin",55035,104534
"Florence County, Wisconsin",55037,4321
"Fond du Lac County, Wisconsin",55039,103066
"Forest County, Wisconsin",55041,8991
"Grant County, Wisconsin",55043,51554
"Green County, Wisconsin",55045,36929
"Green Lake County, Wisconsin",55047,18918
"Iowa County, Wisconsin",55049,23771
"Iron County, Wisconsin",55051,5676
"Jackson County, Wisconsin",55053,20478
"Jefferson County, Wisconsin",55055,85129
"Juneau County, Wisconsin",55057,26617
"Kenosha County, Wisconsin",55059,169290
"Kewaunee County, Wisconsin",55061,20383
"La Crosse County, Wisconsin",55063,118230
"Lafayette County, Wisconsin",55065,16665
"Langlade County, Wisconsin",55067,19268
"Lincoln County, Wisconsin",55069,27689
"Manitowoc County, Wisconsin",55071,79074
"Marathon County, Wisconsin",55073,135428
"Marinette County, Wisconsin",55075,40434
"Marquette County, Wisconsin",55077,15434
"Menominee County, Wisconsin",55078,4658
"Milwaukee County, Wisconsin",55079,948201
"Monroe County, Wisconsin",55081,46051
"Oconto County, Wisconsin",55083,37830
"Oneida County, Wisconsin",55085,35470
"Outagamie County, Wisconsin",55087,187365
"Ozaukee County, Wisconsin",55089,89147
"Pepin County, Wisconsin",55091,7289
"Pierce County, Wisconsin",55093,42555
"Polk County, Wisconsin",55095,43598
"Portage County, Wisconsin",55097,70942
"Price County, Wisconsin",55099,13397
"Racine County, Wisconsin",55101,196584
"Richland County, Wisconsin",55103,17377
"Rock County, Wisconsin",55105,163129
"Rusk County, Wisconsin",55107,14147
"St. Croix County, Wisconsin",55109,89694
"Sauk County, Wisconsin",55111,64249
"Sawyer County, Wisconsin",55113,16489
"Shawano County, Wisconsin",55115,40796
"Sheboygan County, Wisconsin",55117,115456
"Taylor County, Wisconsin",55119,20412
"Trempealeau County, Wisconsin",55121,29442
"Vernon County, Wisconsin",55123,30785
"Vilas County, Wisconsin",55125,21938
"Walworth County, Wisconsin",55127,103718
"Washburn County, Wisconsin",55129,15878
"Washington County, Wisconsin",55131,135693
"Waukesha County, Wisconsin",55133,403072
"Waupaca County, Wisconsin",55135,51128
"Waushara County, Wisconsin",55137,24263
"Winnebago County, Wisconsin",55139,171020
"Wood County, Wisconsin",55141,73055
"Albany County, Wyoming",56001,38601
"Big Horn County, Wyoming",56003,11881
"Campbell County, Wyoming",56005,46140
"Carbon County, Wyoming",56007,14971
"Converse County, Wyoming",56009,13640
"Crook County, Wyoming",56011,7450
"Fremont County, Wyoming",56013,39531
"Goshen County, Wyoming",56015,13376
"Hot Springs County, Wyoming",56017,4555
"Johnson County, Wyoming",56019,8460
"Laramie County, Wyoming",56021,98976
"Lincoln County, Wyoming",56023,19434
"Natrona County, Wyoming",56025,79115
"Niobrara County, Wyoming",56027,2388
"Park County, Wyoming",56029,29324
"Platte County, Wyoming",56031,8566
"Sheridan County, Wyoming",56033,30233
"Sublette County, Wyoming",56035,9813
"Sweetwater County, Wyoming",56037,43051
"Teton County, Wyoming",56039,23081
"Uinta County, Wyoming",56041,20299
"Washakie County, Wyoming",56043,7885
"Weston County, Wyoming",56045,6967
